4_4_10_10_0.3_328	4	4	1	1	30	10	0.3	6	R1	15	G	5	S1	3	L	6	A1	13	A2	2	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	5.74519366918	None	4.72649861183	None	5.19663714388	None	1.11753753266	None	6.01216741816	None	7.46680050403	None	0.602514944183	None	5.60966521548	None	1.03762230778	None	5.64483527	None	7.18112313491	None	8.12549168287	None	6.37461973385	7	5.41774255122	7	7.82186910858	None	5.28073519433
4_4_11_10_0.3_339	4	4	1	1	30	10	0.3	6	R1	13	G	5	S1	3	L	9	A1	1	A2	16	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	9.62374948021	8	4.89476037594	None	4.24855754567	None	1.49903562877	4	0.738650094061	None	8.34016065637	2	0.127465655524	None	3.02077272928	11	9.08500501052	None	4.55953595927	None	8.50396482755	8	8.93729937202	None	3.16656614575	8	3.23310179995	6	8.87419716531	10	1.04742648547
4_4_12_10_0.3_350	4	4	1	1	30	10	0.3	6	R1	16	G	12	S1	6	L	2	A1	8	A2	15	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	6.09832004341	None	3.57997129425	None	5.34742866505	None	0.797800669954	13	6.17449115217	None	5.72253863635	None	1.78935133025	None	6.6401315351	None	5.81550395026	5	5.85678227232	None	4.67842392243	None	1.24676366227	None	9.92121184646	7	0.382256805988	None	6.12857203248	None	1.16442889136
4_4_13_10_0.3_358	4	4	1	1	30	10	0.3	6	R1	8	G	15	S1	6	L	14	A1	2	A2	12	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	9.26597754891	None	4.52076525033	None	8.30763950969	None	0.783514261387	None	9.65663520927	None	8.80077486491	None	0.794314445636	None	1.89139373109	None	3.70224169031	None	6.60867713942	None	0.489714764675	11	7.25702150561	13	8.12391948087	None	9.48143373018	3	9.17966265694	None	1.43254473981
4_4_14_10_0.3_367	4	4	1	1	30	10	0.3	6	R1	10	G	4	S1	9	L	15	A1	6	A2	14	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	9.9710631017	None	8.58055501896	None	9.83924221278	None	1.14487385943	None	2.58714542516	None	1.32426587924	None	4.55197540876	None	1.52961816676	1	8.15999979225	None	2.79696927279	None	1.69647013829	None	0.0745166930033	None	3.18394353008	None	5.51568563752	None	0.525673181065	None	2.60451121853
4_4_15_10_0.3_374	4	4	1	1	30	10	0.3	6	R1	14	G	1	S1	10	L	4	A1	3	A2	7	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	5.43820025679	8	8.28248702015	None	3.28619692244	None	5.48937128867	8	3.42511073715	None	4.50174515593	None	2.31092842194	15	5.61079341041	None	6.06665313297	16	2.87440179588	None	7.00261690279	2	5.42047509461	6	8.35824364336	None	3.44619546732	None	5.70517878277	None	9.41171585455
4_4_16_10_0.3_466	4	4	1	1	30	10	0.3	6	R1	1	G	2	S1	4	L	13	A1	16	A2	12	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	8.37987915954	14	9.3211018043	None	6.13501354536	None	3.36100816668	None	0.977985722288	None	0.995152786532	None	7.76356946553	None	0.719683073604	None	7.79789218815	None	4.23664944045	None	7.27074037137	None	1.71642252861	None	1.11605240062	None	5.66855908067	None	6.56364014647	6	7.24916887592
4_4_17_10_0.3_474	4	4	1	1	30	10	0.3	6	R1	9	G	14	S1	15	L	12	A1	2	A2	13	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	6.32372521009	None	2.22301121252	None	2.70280425948	8	4.92574114769	None	3.51728636812	None	2.74246692144	None	6.31854529402	None	8.78892215435	1	1.06009635755	None	3.7783100683	6	2.72356081547	None	0.448208340919	None	8.08481355955	1	5.43653325241	None	8.78537499183	None	8.2450872726
4_4_18_10_0.3_484	4	4	1	1	30	10	0.3	6	R1	7	G	12	S1	1	L	15	A1	2	A2	16	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	11	1.65072409911	None	3.11002740556	None	4.45106492495	9	8.78887631075	None	8.36573589731	6	6.54174882294	8	6.60186407459	None	6.11550571098	None	6.5340807742	None	2.01550218674	None	9.48011676237	None	6.07859211103	None	7.62061681885	None	6.84788018668	None	1.77524127554	None	4.34809878932
4_4_19_10_0.3_494	4	4	1	1	30	10	0.3	6	R1	12	G	14	S1	15	L	1	A1	16	A2	6	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	0.102361400859	None	7.85498593913	None	9.43349849619	None	6.62838178008	None	2.29187108597	9	8.22733274071	None	4.03305976863	8	7.05207511037	None	9.99481711988	3	8.59235935525	None	8.21737729494	None	6.90992899243	None	1.472591766	None	0.433660573964	5	2.35641658848	13	6.79885134555
4_4_20_10_0.3_504	4	4	1	1	30	10	0.3	6	R1	11	G	13	S1	3	L	14	A1	7	A2	2	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	8.89066611487	15	4.5199932897	None	9.22319019758	4	9.24617006271	None	8.14086249395	None	0.676452248528	1	7.16228780321	9	6.65928291417	None	3.63300123731	None	6.13404981934	None	1.5615132506	None	3.08856860702	12	0.25844529105	None	2.52846151453	None	2.44683802365	None	8.92673878775
4_4_21_10_0.3_515	4	4	1	1	30	10	0.3	6	R1	11	G	7	S1	15	L	14	A1	1	A2	10	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	2.41727321562	6	0.148699627233	None	6.4586795129	None	7.33563902279	16	8.34980652208	None	2.68911507368	16	2.87381593943	None	4.47203634924	None	8.20635271361	None	9.15228487761	None	7.1794209529	None	4.55923329806	13	8.16952679832	4	0.384671792794	None	3.15229091405	None	2.24239454158
4_4_22_10_0.3_526	4	4	1	1	30	10	0.3	6	R1	13	G	9	S1	5	L	10	A1	3	A2	11	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	1.62205787628	None	3.17518129464	None	0.192390864117	None	0.811231868299	None	7.4319753029	None	6.89164616515	None	3.87506715697	6	0.102898636103	None	0.374424890732	None	5.40639957654	1	4.63233174364	6	9.66090243197	16	4.16383814015	14	9.44411837622	None	8.03114998165	None	2.33617858974
4_4_23_10_0.3_536	4	4	1	1	30	10	0.3	6	R1	16	G	10	S1	2	L	7	A1	8	A2	1	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	14	3.34954123858	None	8.92928803597	None	7.20268965451	None	5.83207390928	9	0.167803190411	4	0.454618088852	None	0.853626404533	3	0.950540900978	None	2.06317718238	13	2.42967826634	15	4.19434939845	None	9.39668181028	None	7.32265824007	None	7.46474837943	None	5.76952631488	None	4.67127869155
4_4_24_10_0.3_546	4	4	1	1	30	10	0.3	6	R1	13	G	12	S1	11	L	16	A1	7	A2	1	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	9.54931243758	None	3.58580642647	9	4.67663632158	None	7.48523940941	None	5.71112112099	14	5.30743118557	None	9.7151982531	None	5.38046028947	6	1.84261281161	None	8.59958354467	None	2.95169052628	None	1.32615188721	None	9.86443489942	15	9.2234789316	None	2.94161977192	3	7.17746189691
4_4_25_10_0.3_557	4	4	1	1	30	10	0.3	6	R1	6	G	3	S1	2	L	12	A1	5	A2	9	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	16	3.22929882645	None	7.80024011184	13	4.35505458466	None	0.202848576721	15	2.98526473922	15	6.84363969169	None	4.35010966158	None	6.95033400448	None	5.20339105574	7	6.3423284433	None	6.99913291666	1	8.13313608463	None	9.20364602115	15	7.32318229406	None	6.73298821703	None	2.30560606516
4_4_26_10_0.3_568	4	4	1	1	30	10	0.3	6	R1	4	G	12	S1	6	L	14	A1	16	A2	9	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	6.51914663148	None	3.52010407197	None	7.91679409581	None	9.33658512114	None	0.990656093593	3	3.83877023927	None	4.4334182731	None	6.02381329623	None	5.62424434571	None	5.87166044422	15	9.39483712743	None	0.759478364047	None	0.942230425781	None	2.99410363243	None	0.75226760216	1	8.1186406849
4_4_27_10_0.3_582	4	4	1	1	30	10	0.3	6	R1	7	G	8	S1	14	L	10	A1	13	A2	2	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	1.1480400307	None	6.37414794862	None	8.67334405543	None	5.56306605375	None	8.13542415672	None	1.00627757446	None	1.68023998826	None	7.70902856025	16	3.61751316645	None	7.11568332265	None	5.23246276963	None	1.80835315733	None	4.70353265533	None	5.40627448267	15	7.88003441374	None	1.21740183959
4_4_28_10_0.3_590	4	4	1	1	30	10	0.3	6	R1	12	G	14	S1	1	L	6	A1	2	A2	5	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	8	5.95236690233	None	3.79270762498	None	0.364481230759	None	4.17221970599	None	3.34379829072	8	3.9281618291	15	3.47020754567	None	2.30863277939	None	5.63361049542	None	3.2512732479	None	4.43839512399	None	8.81125264689	None	8.43976471089	None	4.16881010158	10	7.2997247332	None	8.1811275859
4_4_29_10_0.3_600	4	4	1	1	30	10	0.3	6	R1	16	G	8	S1	6	L	3	A1	14	A2	15	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	13	2.60982260532	None	1.66279047788	None	3.95985235712	None	3.49649918146	None	9.92212569498	10	1.08183328676	None	6.89967682199	7	8.5349012576	None	6.00961025446	None	3.69423934108	None	1.23796377657	None	8.3542136385	None	0.580948471571	2	6.58987304896	None	7.11071085516	9	1.51281131611
4_4_30_10_0.3_610	4	4	1	1	30	10	0.3	6	R1	10	G	16	S1	11	L	2	A1	4	A2	1	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	9.23036380659	None	7.84176773856	None	6.3675317742	None	9.0682518694	None	8.21162488654	None	3.14956953156	12	6.0144030566	None	6.52048964	5	8.30196422838	None	5.36082993222	None	2.11409346669	14	3.6433845868	None	2.69658436272	None	3.19951093946	5	4.3414819213	None	0.597691109941
4_4_31_10_0.3_620	4	4	1	1	30	10	0.3	6	R1	3	G	8	S1	10	L	9	A1	6	A2	14	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	6.24585140033	None	2.78380235852	None	9.25201345544	None	4.68146773708	None	5.29343696999	7	1.17613412196	16	1.7632312717	2	7.94291019904	None	0.658796642968	16	2.65729021856	None	0.0933389311765	None	4.8019703874	None	8.39393587084	None	1.42179344454	11	2.22401279436	None	1.95377577077
4_4_32_10_0.3_631	4	4	1	1	30	10	0.3	6	R1	9	G	1	S1	13	L	10	A1	4	A2	15	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	2	1.31633133574	11	5.58565813679	None	6.98389834497	None	4.62684227102	None	0.378071824897	None	3.78271069371	None	1.30357323268	None	8.01014078363	None	3.10444964106	None	2.88882588543	None	9.94078736224	11	3.30588140801	None	6.18742651857	None	8.14477373647	None	3.46613828846	11	9.90390899701
4_4_33_10_0.3_640	4	4	1	1	30	10	0.3	6	R1	15	G	1	S1	5	L	3	A1	11	A2	6	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	1.99397753268	2	4.92286515032	None	0.276632423839	None	9.46713606991	None	1.77556541374	None	1.691142971	None	7.17451854044	None	9.85703767798	14	0.818558758286	None	5.87654414704	None	6.9288208976	None	8.08914729503	None	5.88019020444	10	9.25731173373	None	5.22757702145	None	8.55274021824
4_4_34_10_0.3_649	4	4	1	1	30	10	0.3	6	R1	7	G	6	S1	16	L	14	A1	5	A2	2	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	9	1.79299581484	10	2.60802973154	None	9.43269518852	None	8.30020289797	4	6.00205401575	None	3.13013102375	None	5.90293838668	None	0.938692588994	None	4.33117272696	None	7.88281949915	None	2.99412644995	11	7.91500402642	None	7.92319438881	9	2.77480708133	None	1.02179674342	None	9.00364445353
4_4_35_10_0.3_659	4	4	1	1	30	10	0.3	6	R1	3	G	10	S1	1	L	14	A1	16	A2	13	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	11	0.830886766058	5	0.67457807893	7	7.12902403121	4	3.12127848317	None	4.26871154832	6	4.74265738477	None	7.33759897655	None	4.12674361797	2	5.62781573086	None	3.64983313924	None	3.14316668456	None	0.349478690145	None	2.46628321652	7	5.2512984226	None	0.480898019532	None	6.85944743947
4_4_36_10_0.3_671	4	4	1	1	30	10	0.3	6	R1	8	G	7	S1	1	L	5	A1	13	A2	4	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	2.9229984793	None	4.52280493702	6	9.50953863384	None	8.45842229517	15	1.00812045968	None	3.82852212586	6	2.0477310967	2	2.05952596451	9	2.04887047644	None	6.45672435201	None	7.73393838033	None	1.39885723914	None	0.247009930842	14	1.37927050803	None	7.48632112518	None	9.15955419317
4_4_37_10_0.3_683	4	4	1	1	30	10	0.3	6	R1	16	G	10	S1	2	L	13	A1	9	A2	8	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	7.68853689299	None	7.28813025987	None	9.42832718571	None	3.57195090011	None	5.38336693866	12	8.65582570854	None	3.77387732795	None	7.25555446218	None	7.34206896804	1	9.32586439579	None	4.94811445691	None	9.98780399154	None	1.1404423413	None	7.57095701487	None	3.76832819933	None	9.55175457142
4_4_38_10_0.3_692	4	4	1	1	30	10	0.3	6	R1	3	G	15	S1	6	L	4	A1	10	A2	2	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	0.082780654602	None	4.34264979209	1	3.6869819137	None	1.62375216147	None	8.36746368061	None	3.61266830906	None	4.31361896164	None	3.42909702493	None	8.69087858003	7	4.18694379145	None	2.15311074156	None	5.02731945878	None	0.83883364429	None	3.35438165783	11	1.7411257733	None	6.17467273725
4_4_39_10_0.3_705	4	4	1	1	30	10	0.3	6	R1	16	G	13	S1	2	L	14	A1	10	A2	1	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	6.53834536436	None	9.88097072386	None	5.14938745353	None	6.86498374565	None	4.42062356146	6	8.19138397754	12	5.95864183088	None	1.43609242801	None	4.68022029374	None	2.3672945832	5	3.89149192449	None	8.28134700712	7	9.83968216292	None	0.114239564856	None	8.00991713284	None	7.37013153056
4_4_40_10_0.3_715	4	4	1	1	30	10	0.3	6	R1	15	G	10	S1	8	L	14	A1	3	A2	6	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	5	0.268549356865	None	9.62122724788	None	8.23403210903	None	2.14246938985	16	5.02064526341	None	9.72918026123	None	9.78597887248	None	5.75492353392	None	4.71204003306	9	8.58645338652	7	8.15292481856	None	5.82759775622	None	3.62991761878	11	8.73320358965	11	6.47655882852	None	4.18181322304
4_4_41_10_0.3_726	4	4	1	1	30	10	0.3	6	R1	3	G	4	S1	11	L	13	A1	6	A2	16	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	3.68807952285	None	0.00620063045313	None	8.92673705484	None	4.79156270955	None	0.408877256362	None	5.23716592827	None	9.10328591472	None	7.14761470887	2	5.80478518505	None	9.9998593081	None	2.75946676577	None	4.932141794	None	1.65671000788	None	6.25608358614	7	3.6002225111	None	0.858933549233
4_4_42_10_0.3_734	4	4	1	1	30	10	0.3	6	R1	13	G	6	S1	8	L	5	A1	11	A2	16	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	3.9515854572	14	9.07888178176	14	8.03157666481	None	5.14206813702	None	4.27029690157	None	0.692263691595	4	6.24848272961	14	9.8656190528	3	4.36037853172	None	8.57411621191	None	0.911881216051	None	2.305448568	2	3.05135224106	None	8.58183041089	None	3.61235949854	None	5.51717623184
4_4_43_10_0.3_746	4	4	1	1	30	10	0.3	6	R1	1	G	10	S1	11	L	16	A1	5	A2	4	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	2	0.809078221408	None	4.44599256091	None	7.10286252563	3	1.33415474124	None	8.19748258215	None	7.28831946901	8	8.28169127331	None	0.219040419155	None	4.92019502371	None	5.05948468661	None	9.06852899961	None	2.51924620443	None	4.38177998826	None	6.04498477195	None	0.808748925034	None	6.47663894382
4_4_44_10_0.3_754	4	4	1	1	30	10	0.3	6	R1	16	G	2	S1	14	L	11	A1	7	A2	9	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	4.0020335249	15	5.96457542319	None	1.56511437063	None	9.16022475343	None	4.45160066306	None	5.21888796961	3	6.6698171985	None	4.99497749124	None	8.48587492663	None	1.57117485618	None	3.34342181147	None	6.71631928797	13	2.76243334848	None	3.63271656977	None	6.78051579593	None	8.992749657
4_4_45_10_0.3_763	4	4	1	1	30	10	0.3	6	R1	6	G	9	S1	5	L	3	A1	4	A2	12	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	1.06479331162	None	9.50478195036	None	5.32255039603	None	4.59404781153	None	7.65560148929	None	4.24359999453	None	5.59487133482	None	0.657616221088	None	4.41340539906	None	8.44150749941	None	0.330996749158	13	6.10310605276	None	6.39825574566	None	8.98977063447	None	2.24701374862	15	0.589499004721
4_4_46_10_0.3_771	4	4	1	1	30	10	0.3	6	R1	15	G	4	S1	14	L	5	A1	9	A2	8	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	6	1.77010630713	None	2.76505686735	None	5.54712656218	16	8.96438788658	None	6.21378495494	2	5.66956662945	13	6.60071850292	None	4.0389365762	7	4.76763301641	None	9.75823233796	3	6.16499083353	10	6.09954548277	None	9.4551158687	None	1.14492171897	None	2.8267661454	6	5.65921354565
4_4_47_10_0.3_782	4	4	1	1	30	10	0.3	6	R1	13	G	5	S1	15	L	6	A1	7	A2	3	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	8.46105429019	None	9.77253448151	16	3.72075037225	None	4.20642045251	1	5.78953214621	1	8.32840870173	None	9.55091591703	None	6.33164073787	None	4.245778275	None	7.54030186745	None	6.13385073709	None	2.97729341477	None	0.136582176375	9	2.06515797331	None	6.81660921992	10	1.75660877043
4_4_48_10_0.3_792	4	4	1	1	30	10	0.3	6	R1	12	G	7	S1	14	L	13	A1	10	A2	16	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	6.91641614148	11	4.10354052587	1	4.20330925926	None	9.14059057309	None	5.89403547054	None	1.44845674215	None	0.555377185032	None	1.68010675885	None	0.796957539064	11	2.22495564878	9	4.43667397807	None	1.5680872269	6	8.25038515873	2	8.66565797502	None	7.03139797919	None	2.36886415864
4_4_49_10_0.3_803	4	4	1	1	30	10	0.3	6	R1	15	G	9	S1	5	L	4	A1	2	A2	6	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	8	9.32223340909	14	5.89351895887	None	6.66452729914	None	0.269738444785	None	9.93054775148	None	7.60432668158	None	6.24539545726	None	5.87856257002	10	7.8468199256	None	4.015228881	None	1.03911118898	None	0.809017959421	11	1.60381355232	None	8.83663833444	3	1.91139634862	1	5.53501501656
4_4_50_10_0.3_813	4	4	1	1	30	10	0.3	6	R1	2	G	4	S1	1	L	5	A1	8	A2	12	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	8.97699316304	15	6.79749919072	None	4.25655380862	9	9.81382372889	None	3.3087022022	None	7.34560783541	None	2.28422969518	None	4.38951484843	None	0.723009419111	7	4.67471191589	9	9.92279152658	6	5.94354013097	None	3.60166027613	15	3.03379276196	None	5.05789211925	None	5.00863068312
4_4_51_10_0.3_827	4	4	1	1	30	10	0.3	6	R1	4	G	15	S1	8	L	9	A1	6	A2	10	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	9.58583905782	None	3.01850957524	None	9.29088930289	None	7.89018849833	None	6.42246655154	None	2.96957819995	3	8.79672381008	11	9.35327520141	5	2.8256651502	None	3.04783838353	None	7.16619576597	None	8.03540960864	None	2.66223640141	None	6.31101711916	None	1.66792606618	None	8.52471748446
4_4_52_10_0.3_836	4	4	1	1	30	10	0.3	6	R1	11	G	16	S1	5	L	1	A1	15	A2	8	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	3	5.89095360274	None	3.28423545782	None	0.982822896354	None	1.05093881535	None	2.47328844896	4	4.27964401667	None	7.81634563054	None	8.85806625537	None	0.606885030605	None	5.93657189616	12	9.87170858161	4	7.16935267409	None	8.11970280461	6	5.06005866557	None	1.77429914717	3	8.8214775681
4_4_53_10_0.3_847	4	4	1	1	30	10	0.3	6	R1	3	G	2	S1	14	L	6	A1	15	A2	13	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	2.16497148775	None	3.9284302014	None	5.22103901316	7	6.50658647233	None	2.42446005898	1	8.19992044488	None	2.60045935111	None	8.27261121833	None	6.44863689885	None	5.63333627481	5	9.66288329777	None	5.85883045204	None	3.06697486376	None	4.73754959997	16	5.77769202034	None	8.66695196146
4_4_54_10_0.3_858	4	4	1	1	30	10	0.3	6	R1	12	G	11	S1	4	L	3	A1	13	A2	9	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	9.59046709694	5	2.22794340428	16	9.02353971304	16	3.51392871789	None	2.51156275263	None	0.558848834624	None	2.54030673092	None	2.28886559303	8	3.00208139628	1	4.40535860286	None	6.61358334517	None	8.68742233407	14	1.19024073576	None	5.08088739765	None	5.24935114132	None	3.65435883579
4_4_55_10_0.3_868	4	4	1	1	30	10	0.3	6	R1	6	G	13	S1	4	L	2	A1	10	A2	15	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	16	None	5.60099886963	None	5.88559762856	7	5.27981207408	None	3.27061129404	None	2.39302312187	5	2.5302388616	None	0.513355359704	None	1.29330330056	None	8.45138067708	3	1.06633343755	12	5.92970243682	None	9.43235508442	5	3.6007145976	12	8.90237930343	1	9.15887826616	None	0.485696395167
